city,sample,model,estimator,outcome,treatment,scale_value,estimate,std_error,p_value,stars,incidence_rate_ratio,percent_effect_one_unit,percent_effect_one_sd,n_obs,full_n_obs,n_grids,n_parks,converged,status,error
New York City,exclude_cross_park_exposure,continuous_exposure_ppml,fixest::fepois,total_crime,exposure_500,500,0.0252850538581079,0.0466063048061979,0.587457357774356,"",1.02560743221562,2.5607432215619,0.604544647777572,1869,2415,345,9,TRUE,success,""
New York City,exclude_cross_park_exposure,continuous_exposure_ppml,fixest::fepois,theft,exposure_500,500,0.0306986624202606,0.106600659333604,0.773363451657366,"",1.03117472536822,3.11747253682202,0.734453797016665,1848,2415,345,9,TRUE,success,""
New York City,exclude_cross_park_exposure,continuous_exposure_ppml,fixest::fepois,non_theft,exposure_500,500,0.023035710338159,0.0372545962958135,0.536356489130812,"",1.02330308139383,2.33030813938284,0.550616934987103,1855,2415,345,9,TRUE,success,""
New York City,exclude_cross_park_exposure,continuous_exposure_ppml,fixest::fepois,day_crime,exposure_500,500,0.0652125853357273,0.0586216003696088,0.265952150291291,"",1.06738591085918,6.73859108591801,1.56662968593979,1862,2415,345,9,TRUE,success,""
New York City,exclude_cross_park_exposure,continuous_exposure_ppml,fixest::fepois,night_crime,exposure_500,500,-0.0148109934336584,0.0450482858032425,0.742321678635232,"",0.985298149825152,-1.47018501748478,-0.352429952710798,1855,2415,345,9,TRUE,success,""
